"","position","player","team","age","total_value","avg_year","total_guaranteed","fully_guaranteed","agency_time","type"
"4634","defensive-back","Justin Simmons","Broncos",26,3027420,756855,645420,645420,2020,"UFA"
"4635","defensive-back","Lorenzo Doss","Panthers",25,1510000,755000,0,0,2020,"UFA"
"4636","defensive-back","Montae Nicholson","Redskins",24,3018892,754723,618892,618892,2021,"RFA"
"4637","offensive-line","Zach Sterup","Dolphins",27,645000,645000,0,0,2020,"RFA"
"4638","offensive-line","Jon Halapio","Giants",28,645000,645000,0,0,2020,"RFA"
"4639","offensive-line","Elijah Wilkinson","Broncos",24,645000,645000,0,0,2020,"RFA"
"4640","offensive-line","Spencer Drango","Chargers",27,645000,645000,0,0,2020,"RFA"
"4641","offensive-line","Michael Liedtke","Buccaneers",27,645000,645000,0,0,2020,"ERFA"
"4642","offensive-line","Alex Redmond","Bengals",24,645000,645000,0,0,2020,"RFA"
"4643","linebacker","Frankie Luvu","Jets",23,570000,570000,0,0,2020,"ERFA"
"4644","linebacker","Pete Robertson","Cardinals",27,570000,570000,0,0,2020,"ERFA"
"4645","linebacker","Darnell Sankey","Saints",25,570000,570000,0,0,2020,"ERFA"
"4646","linebacker","Jermaine Grace","Falcons",26,570000,570000,0,0,2020,"ERFA"
"4647","linebacker","Matthew Thomas","Ravens",24,570000,570000,0,0,2020,"ERFA"
"4648","linebacker","Antwione Williams","Panthers",26,570000,570000,0,0,2020,"ERFA"
"4649","linebacker","Emmanuel Ellerbee","Seahawks",23,570000,570000,0,0,2020,"ERFA"
"4650","defensive-line","Stacy Keely","Vikings",24,1755000,585000,0,0,2022,"RFA"
"4651","defensive-line","Ray Smith","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4652","defensive-line","Kevin Strong","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4653","defensive-line","Justin Alexandre","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4654","defensive-line","Fredrick Jones","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4655","defensive-line","Kyle Phillips","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4656","defensive-line","Trevon Sanders","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4657","defensive-line","Myquon Stout","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4658","wide-receiver","Reggie White","Giants",23,1760000,586667,5000,5000,2022,"RFA"
"4659","wide-receiver","Shawn Poindexter","49ers",26.0725216234198,1760000,586667,25000,25000,2022,"RFA"
"4660","wide-receiver","Tyre Brady","Jaguars",24,1760000,586667,20000,20000,2022,"RFA"
"4661","wide-receiver","Michael Walker","Jaguars",23,1760000,586667,40000,40000,2022,"RFA"
"4662","cornerback","Terrell Bonds","Ravens",23,1755000,585000,0,0,2022,"RFA"
"4663","cornerback","Cody Brown","Jaguars",25,1755000,585000,0,0,2022,"RFA"
"4664","cornerback","Montre Hartage","Dolphins",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4665","cornerback","Tyler Horton","Dolphins",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4666","cornerback","Nik Needham","Dolphins",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4667","cornerback","Jhavonte Dean","Browns",24,1755000,585000,0,0,2022,"RFA"
"4668","linebacker","Pete Robertson","Cardinals",27,570000,570000,0,0,2020,"ERFA"
"4669","linebacker","Darnell Sankey","Saints",25,570000,570000,0,0,2020,"ERFA"
"4670","linebacker","Jermaine Grace","Falcons",26,570000,570000,0,0,2020,"ERFA"
"4671","linebacker","Matthew Thomas","Ravens",24,570000,570000,0,0,2020,"ERFA"
"4672","linebacker","Antwione Williams","Panthers",26,570000,570000,0,0,2020,"ERFA"
"4673","defensive-back","Eric Murray","Browns",25,2967304,741826,599804,599804,2020,"UFA"
"4674","defensive-back","Ryan Smith","Buccaneers",26,2932160,733040,592160,592160,2020,"UFA"
"4675","defensive-back","Miles Killebrew","Lions",26,2918564,729641,578564,578564,2020,"UFA"
"4676","defensive-back","Derron Smith","Vikings",27,725000,725000,5000,2500,2020,"UFA"
"4677","defensive-back","Isaiah Johnson","Colts",27,720000,720000,0,0,2020,"RFA"
"4678","offensive-line","Jermaine Eluemunor","Ravens",25,645000,645000,0,0,2020,"RFA"
"4679","offensive-line","Matt Skura","Ravens",26,645000,645000,0,0,2020,"RFA"
"4680","offensive-line","Cole Toner","Chargers",25,645000,645000,0,0,2020,"RFA"
"4681","offensive-line","Cole Croston","Patriots",26,645000,645000,0,0,2020,"ERFA"
"4682","offensive-line","Cameron Tom","Saints",24,645000,645000,0,0,2020,"RFA"
"4683","offensive-line","Rashaad Coward","Bears",25,645000,645000,0,0,2020,"RFA"
"4684","offensive-line","Justin McCray","Packers",27,645000,645000,0,0,2020,"RFA"
"4685","linebacker","Austin Calitro","Seahawks",25,570000,570000,0,0,2020,"ERFA"
"4686","linebacker","Calvin Munson","Patriots",25,570000,570000,0,0,2020,"ERFA"
"4687","linebacker","Reggie Gilbert","Packers",26,570000,570000,0,0,2020,"RFA"
"4688","linebacker","Steve Longa","Lions",25,570000,570000,0,0,2020,"RFA"
"4689","linebacker","James Crawford","Packers",25,1710000,570000,0,0,2021,"RFA"
"4690","linebacker","Dylan Cole","Texans",25,1677000,559000,27000,27000,2020,"RFA"
"4691","linebacker","Eric Wilson","Vikings",25,1675000,558333,20000,20000,2020,"RFA"
"4692","defensive-line","Stephen Weatherly","Vikings",25,2340000,585000,0,0,2020,"UFA"
"4693","defensive-line","Freedom Akinmoladun","Giants",23,1755000,585000,0,0,2022,"RFA"
"4694","defensive-line","Quindarius Thagard","Bills",24,1755000,585000,0,0,2022,"RFA"
"4695","defensive-line","Jonathan Bonner","Redskins",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4696","defensive-line","Austin Maloata","Redskins",23,1755000,585000,0,0,2022,"RFA"
"4697","defensive-line","Carl Granderson","Saints",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4698","wide-receiver","Romell Guerrier","Broncos",23,1758000,586000,3000,3000,2022,"RFA"
"4699","wide-receiver","D.J. Montgomery","Browns",23,1758000,586000,3000,3000,2022,"RFA"
"4700","wide-receiver","Dredrick Snelson","Jaguars",21,1758000,586000,3000,3000,2022,"RFA"
"4701","wide-receiver","Kahlil Lewis","Falcons",26.0725216234198,1757500,585833,2500,2500,2022,"RFA"
"4702","wide-receiver","Kabion Ento","Packers",23,1757500,585833,2500,2500,2022,"RFA"
"4703","wide-receiver","Anthony Ratliff-Williams","Titans",22,1757500,585833,2500,2500,2022,"RFA"
"4704","wide-receiver","Emmanuel Butler","Saints",23,1756500,585500,1500,1500,2022,"RFA"
"4705","wide-receiver","Shawn Bane","Falcons",26.0725216234198,1756500,585500,1500,1500,2022,"RFA"
"4706","cornerback","Shakial Taylor","Colts",23,1755000,585000,0,0,2022,"RFA"
"4707","cornerback","Kevin Toliver II","Bears",24,1725000,575000,25000,25000,2021,"RFA"
"4708","cornerback","Holton Hill","Vikings",22,1725000,575000,15000,15000,2021,"RFA"
"4709","cornerback","Brandon Facyson","Chargers",25,1720000,573333,10000,10000,2021,"RFA"
"4710","cornerback","Danny Johnson","Redskins",24,1720000,573333,10000,10000,2021,"RFA"
"4711","cornerback","J.C. Jackson","Patriots",24,1720000,573333,60000,60000,2021,"RFA"
"4712","cornerback","Darious Williams","Rams",26,1718000,572667,8000,8000,2021,"RFA"
"4713","linebacker","Emmanuel Ellerbee","Seahawks",23,570000,570000,0,0,2020,"ERFA"
"4714","linebacker","Austin Calitro","Seahawks",25,570000,570000,0,0,2020,"ERFA"
"4715","linebacker","Calvin Munson","Patriots",25,570000,570000,0,0,2020,"ERFA"
"4716","linebacker","Steve Longa","Lions",25,570000,570000,0,0,2020,"RFA"
"4717","linebacker","James Crawford","Packers",25,1710000,570000,0,0,2021,"RFA"
"4718","linebacker","Dylan Cole","Texans",25,1677000,559000,27000,27000,2020,"RFA"
"4719","defensive-back","Juston Burris","Browns",26,720000,720000,0,0,2020,"UFA"
"4720","defensive-back","Michael Jordan","Titans",27,720000,720000,0,0,2020,"RFA"
"4721","defensive-back","Darian Thompson","Cowboys",26,720000,720000,0,0,2020,"UFA"
"4722","defensive-back","Kalan Reed","Seahawks",26,720000,720000,0,0,2020,"RFA"
"4723","defensive-back","Andrew Adams","Lions",27,720000,720000,0,0,2020,"UFA"
"4724","defensive-back","Lafayette Pitts","Bills",27,720000,720000,0,0,2020,"UFA"
"4725","offensive-line","Lucas Patrick","Packers",26,645000,645000,0,0,2020,"RFA"
"4726","offensive-line","Greg Senat","Ravens",25,2578408,644602,118408,118408,2022,"UFA"
"4727","offensive-line","Bradley Bozeman","Ravens",25,2578408,644602,118408,118408,2022,"UFA"
"4728","offensive-line","Brandon Shell","Jets",27,2575968,643992,235968,235968,2020,"UFA"
"4729","offensive-line","Christian Westerman","Bengals",26,2571696,642924,231696,231696,2020,"UFA"
"4730","offensive-line","Halapoulivaati Vaitai","Eagles",26,2565124,641281,225124,225124,2020,"UFA"
"4731","offensive-line","Sam Tevi","Chargers",25,2561804,640451,161804,161804,2021,"UFA"
"4732","linebacker","Chase Allen","Dolphins",26,1675000,558333,20000,20000,2020,"RFA"
"4733","linebacker","Nicholas Morrow","Raiders",24,1672500,557500,7500,7500,2020,"RFA"
"4734","linebacker","Hardy Nickerson","Bengals",25,1665000,555000,0,0,2020,"RFA"
"4735","linebacker","Alex Singleton","Eagles",26,1080000,540000,0,0,2021,"ERFA"
"4736","linebacker","Farrington Huguenin","Buccaneers",27,1080000,540000,0,0,2021,"ERFA"
"4737","linebacker","Emmanuel Smith","Buccaneers",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4738","linebacker","Christian Kuntz","Jaguars",25,1080000,540000,0,0,2021,"ERFA"
"4739","linebacker","Kyle Queiro","Cowboys",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4740","defensive-line","Shy Tuttle","Saints",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4741","defensive-line","Kahzin Daniels","Buccaneers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4742","defensive-line","Deyon Sizer","Broncos",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4743","defensive-line","Bryant Jones","Rams",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4744","defensive-line","Dare Odeyingbo","Buccaneers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4745","defensive-line","Eurndraus Bryant","Chargers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4746","wide-receiver","Dorian Baker","Browns",23,1756500,585500,1500,1500,2022,"RFA"
"4747","wide-receiver","Raphael Leonard","Jaguars",22,1757500,585333,2500,2500,2022,"RFA"
"4748","wide-receiver","Sean Modster","Ravens",24,1755500,585167,500,500,2022,"RFA"
"4749","wide-receiver","Brian Burt","Raiders",24,1755000,585000,0,0,2022,"RFA"
"4750","wide-receiver","Jonathan Duhart","Lions",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4751","wide-receiver","Joseph Parker","Titans",23,1755000,585000,0,0,2022,"RFA"
"4752","wide-receiver","Greg Dortch","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4753","wide-receiver","Joe Horn","Ravens",25,1755000,585000,0,0,2022,"RFA"
"4754","cornerback","Tre Herndon","Jaguars",23,1715000,571667,17700,17700,2021,"RFA"
"4755","cornerback","Tavierre Thomas","Browns",23,1715000,571667,5000,5000,2021,"RFA"
"4756","cornerback","Charvarius Ward","Chiefs",23,1715000,571666,5000,5000,2021,"RFA"
"4757","cornerback","Rashard Fant","Bears",24,1711000,570333,1000,1000,2021,"RFA"
"4758","cornerback","Makinton Dorleant","Raiders",27,570000,570000,0,0,2020,"ERFA"
"4759","cornerback","Kenneth Durden","Titans",27,1710000,570000,0,0,2021,"RFA"
"4760","cornerback","Craig James","Vikings",23,1710000,570000,0,0,2021,"RFA"
"4761","linebacker","Eric Wilson","Vikings",25,1675000,558333,20000,20000,2020,"RFA"
"4762","linebacker","Chase Allen","Dolphins",26,1675000,558333,20000,20000,2020,"RFA"
"4763","linebacker","Hardy Nickerson","Bengals",25,1665000,555000,0,0,2020,"RFA"
"4764","linebacker","Alex Singleton","Eagles",26,1080000,540000,0,0,2021,"ERFA"
"4765","linebacker","Emmanuel Smith","Buccaneers",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4766","linebacker","Christian Kuntz","Jaguars",25,1080000,540000,0,0,2021,"ERFA"
"4767","linebacker","Kyle Queiro","Cowboys",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4768","defensive-back","DeVante Harris","Buccaneers",26,720000,720000,0,0,2020,"UFA"
"4769","defensive-back","Deionte Thompson","Cardinals",26.0725216234198,2870168,717542,350168,350168,2023,"UFA"
"4770","defensive-back","Deon Bush","Bears",26,2866216,716554,526216,526216,2020,"UFA"
"4771","defensive-back","Deiondre¡¯ Hall","Eagles",25,2850892,712723,510892,510892,2020,"UFA"
"4772","defensive-back","Marvell Tell III","Colts",23,2848164,712041,328164,328164,2023,"UFA"
"4773","offensive-line","Jordan Mailata","Eagles",22,2549392,637348,89392,89392,2022,"UFA"
"4774","offensive-line","Chase Roullier","Redskins",26,2547180,636795,147180,147180,2021,"UFA"
"4775","offensive-line","Conor McDermott","Bills",27,2535028,633757,135028,135028,2021,"UFA"
"4776","offensive-line","Will Clapp","Saints",23,2533136,633284,73136,73136,2022,"UFA"
"4777","offensive-line","Rod Taylor","Bengals",25,2529072,632268,69072,69072,2022,"UFA"
"4778","offensive-line","Korey Cunningham","Cardinals",24,2529072,632268,69072,69072,2022,"UFA"
"4779","offensive-line","Ted Karras","Patriots",26,1890000,630000,0,0,2020,"UFA"
"4780","linebacker","Davin Bellamy","Texans",25,1080000,540000,0,0,2021,"ERFA"
"4781","linebacker","James Vaughters","Bears",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4782","linebacker","Josh Woods","Bears",23,1080000,540000,0,0,2021,"ERFA"
"4783","linebacker","Garret Dooley","Lions",25,1080000,540000,0,0,2021,"ERFA"
"4784","linebacker","Travin Howard","Rams",23,1080000,540000,0,0,2021,"ERFA"
"4785","linebacker","Quentin Poling","Dolphins",25,1080000,540000,0,0,2021,"ERFA"
"4786","linebacker","Reshard Cliett","Vikings",27,1080000,540000,0,0,2021,"RFA"
"4787","defensive-line","Andrew Ankrah","Redskins",24,1755000,585000,0,0,2022,"RFA"
"4788","defensive-line","Reggie Howard","Chargers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4789","defensive-line","Chris Peace","Chargers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4790","defensive-line","Anthony Rush","Eagles",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4791","defensive-line","Kevin Wilkins","Eagles",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4792","wide-receiver","Jeff Smith","Jets",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4793","wide-receiver","Stephen Louis","Texans",24,1755000,585000,0,0,2022,"RFA"
"4794","wide-receiver","Jesper Horsted","Bears",22,1755000,585000,0,0,2022,"RFA"
"4795","wide-receiver","Jaylen Smith","Ravens",22,1755000,585000,0,0,2022,"RFA"
"4796","wide-receiver","Spencer Schnell","Buccaneers",25,1755000,585000,0,0,2022,"RFA"
"4797","wide-receiver","Lil¡¯Jordan Humphrey","Saints",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4798","wide-receiver","Ventell Bryant","Bengals",23,1755000,585000,0,0,2022,"RFA"
"4799","cornerback","A.J. Moore","Texans",24,1710000,570000,3000,3000,2021,"RFA"
"4800","cornerback","Deatrick Nichols","Cardinals",26.0725216234198,570000,570000,0,0,2020,"ERFA"
"4801","cornerback","Chandon Sullivan","Packers",23,570000,570000,0,0,2020,"ERFA"
"4802","cornerback","Kevin Peterson","Rams",25,570000,570000,0,0,2020,"RFA"
"4803","cornerback","Breon Borders","Jaguars",24,1125000,562500,0,0,2020,"ERFA"
"4804","cornerback","Torry McTyer","Dolphins",24,1672500,557500,7500,7500,2020,"RFA"
"4805","cornerback","Kenny Moore","Colts",24,1667500,555833,5000,5000,2020,"RFA"
"4806","cornerback","Michael Davis","Chargers",24,1665000,555000,0,0,2020,"RFA"
"4807","linebacker","James Vaughters","Bears",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4808","linebacker","Josh Woods","Bears",23,1080000,540000,0,0,2021,"ERFA"
"4809","linebacker","Garret Dooley","Lions",25,1080000,540000,0,0,2021,"ERFA"
"4810","linebacker","Travin Howard","Rams",23,1080000,540000,0,0,2021,"ERFA"
"4811","linebacker","Quentin Poling","Dolphins",25,1080000,540000,0,0,2021,"ERFA"
"4812","linebacker","Reshard Cliett","Vikings",27,1080000,540000,0,0,2021,"RFA"
"4813","linebacker","Skai Moore","Colts",24,1050000,525000,0,0,2020,"ERFA"
"4814","defensive-back","Amani Oruwariye","Lions",26.0725216234198,2843336,710834,323336,323336,2023,"UFA"
"4815","defensive-back","Derrick Kindred","Colts",26,2839356,709839,499356,499356,2020,"UFA"
"4816","defensive-back","Michael Jackson Sr.","Cowboys",26.0725216234198,2823420,705855,303420,303420,2023,"UFA"
"4817","defensive-back","D.J. Reed","49ers",23,2771372,692843,311372,311372,2022,"UFA"
"4818","offensive-line","Corey Levin","Titans",25,2510024,627506,110024,110024,2021,"UFA"
"4819","offensive-line","Wes Schweitzer","Falcons",26,2472380,618095,132380,132380,2020,"UFA"
"4820","offensive-line","De¡¯Ondre Wesley","Bills",27,1230000,615000,0,0,2021,"UFA"
"4821","offensive-line","Najee Toran","49ers",26.0725216234198,1230000,615000,0,0,2021,"ERFA"
"4822","offensive-line","Casey Dunn","Redskins",25,1230000,615000,0,0,2021,"ERFA"
"4823","offensive-line","Jamil Douglas","Titans",26,1230000,615000,0,0,2021,"RFA"
"4824","offensive-line","Maurquice Shakir","Texans",26,1230000,615000,0,0,2021,"RFA"
"4825","offensive-line","William Poehls","Colts",28,1230000,615000,0,0,2021,"RFA"
"4826","linebacker","Cassanova McKinzy","Redskins",27,1050000,525000,0,0,2020,"ERFA"
"4827","linebacker","Skai Moore","Colts",24,1050000,525000,0,0,2020,"ERFA"
"4828","linebacker","Kyle Wilson","Chargers",24,1050000,525000,0,0,2020,"ERFA"
"4829","linebacker","Nick DeLuca","Jaguars",24,1050000,525000,0,0,2020,"ERFA"
"4830","linebacker","Jeff Holland","Broncos",24,1050000,525000,0,0,2020,"ERFA"
"4831","linebacker","Kendall Donnerson","Packers",23,1050000,525000,0,0,2020,"ERFA"
"4832","linebacker","Chris Worley","Bengals",24,1560000,520000,0,0,2021,"ERFA"
"4833","defensive-line","Marquise Copeland","Rams",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4834","defensive-line","Tyrell Thompson","Rams",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4835","defensive-line","Owen Roberts","Rams",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4836","defensive-line","Aaron Adeoye","Ravens",26,1755000,585000,0,0,2022,"RFA"
"4837","defensive-line","Eric Cotton","Packers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4838","wide-receiver","Thomas Ives","Bears",22,1755000,585000,0,0,2022,"RFA"
"4839","wide-receiver","Jody Fortson","Chiefs",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4840","wide-receiver","Anthony Johnson","Buccaneers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4841","wide-receiver","Jalen Green","Rams",23,1755000,585000,0,0,2022,"RFA"
"4842","wide-receiver","DaMarkus Lodge","Buccaneers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4843","wide-receiver","Cortrelle Simpson","Buccaneers",26.0725216234198,1755000,585000,0,0,2022,"RFA"
"4844","cornerback","Ronald Zamort","Giants",28,1080000,540000,0,0,2021,"RFA"
"4845","cornerback","Jomal Wiltz","Dolphins",25,1080000,540000,0,0,2021,"ERFA"
"4846","cornerback","Jamar Summers","Dolphins",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4847","cornerback","Donovan Olumba","Cowboys",26.0725216234198,1080000,540000,0,0,2021,"ERFA"
"4848","cornerback","Christian Campbell","Saints",24,1080000,540000,0,0,2021,"ERFA"
"4849","cornerback","Taveze Calhoun","Falcons",27,1080000,540000,0,0,2021,"RFA"
"4850","cornerback","Jeremiah McKinnon","Eagles",26,1080000,540000,0,0,2021,"ERFA"
"4851","cornerback","John Franklin III","Bears",25,1080000,540000,0,0,2021,"ERFA"
"4852","linebacker","Kyle Wilson","Chargers",24,1050000,525000,0,0,2020,"ERFA"
"4853","linebacker","Nick DeLuca","Jaguars",24,1050000,525000,0,0,2020,"ERFA"
"4854","linebacker","Chris Worley","Bengals",24,1560000,520000,0,0,2021,"ERFA"
